user_id,click,group,timestamp,age,sessions_last_30d,pages_per_session,time_on_site_min,country,timezone,device_type,browser,connection_speed,is_returning_user,email_subscriber,cart_abandonment_rate,hour_of_day,day_of_week,is_weekend,treatment,converted
27,0,exp,2024-01-01 00:26:00,21,9,1.8095916180585965,9.589153583280984,US,CET,mobile,edge,fast,1,1,0.11553689026437573,3,5,1,1,0
28,1,exp,2024-01-01 00:27:00,39,7,3.2975522326890916,7.710414566440597,US,EST,desktop,safari,fast,0,1,0.3377876869263613,1,6,1,1,1
29,0,exp,2024-01-01 00:28:00,27,8,4.975175448271831,2.8320451055415177,CA,CET,desktop,safari,fast,0,0,0.07163374045211475,13,1,0,1,0
30,1,exp,2024-01-01 00:29:00,31,8,1.9230586926058053,8.930610636894729,US,PST,tablet,edge,fast,1,1,0.07443161679216502,22,6,1,1,1
31,0,exp,2024-01-01 00:30:00,27,9,1.2154826392744675,24.340298742526752,DE,EST,mobile,safari,fast,0,0,0.347437973052165,1,6,1,1,0
32,1,exp,2024-01-01 00:31:00,57,9,5.737053840664218,9.39890027206395,US,GMT,mobile,firefox,medium,1,1,0.20662064680026226,3,6,1,1,1
33,1,exp,2024-01-01 00:32:00,34,8,1.3687322690347372,3.6371196408958792,US,EST,mobile,chrome,fast,0,0,0.4070773810123448,11,1,0,1,1
34,1,exp,2024-01-01 00:33:00,22,8,0.205508826216926,28.844219813403058,US,CET,mobile,safari,medium,0,0,0.2827986187587368,15,4,0,1,1
35,0,exp,2024-01-01 00:34:00,44,8,6.201711641902181,8.569081482191777,US,EST,desktop,safari,fast,0,1,0.0710814445829366,20,2,0,1,0
36,0,exp,2024-01-01 00:35:00,20,7,0.5096508895572226,22.615254598819185,UK,PST,desktop,chrome,slow,1,1,0.34724438953615716,11,0,0,1,0
37,1,exp,2024-01-01 00:36:00,37,9,12.162965263287933,15.56237313089158,US,GMT,tablet,firefox,medium,1,0,0.4585740285804975,8,1,0,1,1
38,1,exp,2024-01-01 00:37:00,18,6,0.31841118432102744,11.759070356542447,AU,GMT,desktop,chrome,fast,0,0,0.10786989723274273,9,4,0,1,1
39,0,exp,2024-01-01 00:38:00,19,6,4.143165069716932,8.973045973259149,UK,PST,mobile,chrome,fast,1,1,0.4425715944448561,23,5,1,1,0
40,0,exp,2024-01-01 00:39:00,37,6,0.813667675662021,52.81397405474966,DE,GMT,desktop,chrome,fast,1,1,0.25782988007273083,6,3,0,1,0
41,1,exp,2024-01-01 00:40:00,43,7,3.5176504929142505,14.067104579444674,UK,PST,mobile,safari,medium,1,1,0.4232486009411755,2,2,0,1,1
42,0,exp,2024-01-01 00:41:00,37,8,1.890134243539169,5.762579477183813,DE,EST,desktop,chrome,medium,1,0,0.7642173566482212,10,6,1,1,0
43,1,exp,2024-01-01 00:42:00,33,10,1.4813491367306169,3.333229107516548,US,GMT,desktop,chrome,fast,1,0,0.5197396019421235,2,1,0,1,1
44,0,exp,2024-01-01 00:43:00,31,9,3.3178339176332434,17.382573318257805,DE,CET,tablet,safari,slow,0,1,0.3948167828604791,16,4,0,1,0
45,0,exp,2024-01-01 00:44:00,18,8,2.012139230462846,3.0742941593516773,CA,EST,mobile,firefox,fast,1,0,0.1139524666942565,2,0,0,1,0
46,0,exp,2024-01-01 00:45:00,26,8,5.029999261598883,2.377741376949232,US,PST,mobile,chrome,fast,1,1,0.11315308085634808,15,3,0,1,0
47,1,exp,2024-01-01 00:46:00,29,3,0.8095550008171666,21.867994941877125,US,PST,desktop,chrome,slow,0,1,0.4455626824336246,5,6,1,1,1
48,1,exp,2024-01-01 00:47:00,47,9,0.6256040768517641,2.239237498125993,AU,GMT,mobile,edge,medium,1,0,0.32503287690381993,21,0,0,1,1
49,0,exp,2024-01-01 00:48:00,39,11,1.3268127421297713,1.749292938696259,US,PST,desktop,chrome,medium,1,0,0.32175801983361946,23,5,1,1,0
50,0,exp,2024-01-01 00:49:00,18,12,1.346680419491956,10.323605313356214,DE,PST,desktop,safari,medium,1,0,0.09959951157270644,7,4,0,1,0
51,1,exp,2024-01-01 00:50:00,38,5,5.394083173756458,12.662705302756597,US,GMT,mobile,safari,slow,1,1,0.7579638902700196,5,6,1,1,1
52,1,exp,2024-01-01 00:51:00,30,8,8.438430846172261,5.074578726198931,UK,EST,desktop,chrome,medium,0,1,0.5339334446515877,18,3,0,1,1
53,1,exp,2024-01-01 00:52:00,26,11,3.3779022702938613,9.364035763651344,US,EST,mobile,chrome,medium,0,1,0.4187880343377708,0,0,0,1,1
54,1,exp,2024-01-01 00:53:00,42,12,2.129804631546889,3.468283492972473,AU,EST,desktop,chrome,slow,1,0,0.38705700325179765,23,5,1,1,1
55,0,exp,2024-01-01 00:54:00,47,0,2.5352630368241673,3.611255261775108,DE,GMT,mobile,safari,medium,1,0,0.4923546653326022,15,0,0,1,0
56,0,exp,2024-01-01 00:55:00,46,7,1.1809058523733456,13.349517392724243,CA,PST,desktop,chrome,medium,1,0,0.13381610444873468,2,2,0,1,0
57,0,exp,2024-01-01 00:56:00,24,12,4.1991742483456225,3.499024184976099,DE,EST,mobile,chrome,fast,1,1,0.15189069064227695,6,3,0,1,0
58,1,exp,2024-01-01 00:57:00,31,5,4.826595008670177,2.7184370537970026,UK,GMT,desktop,edge,medium,0,0,0.4332623239302148,11,1,0,1,1
59,1,exp,2024-01-01 00:58:00,38,7,0.4021181116657011,11.011962052273178,US,EST,mobile,chrome,slow,1,1,0.15323169403842843,22,1,0,1,1
60,0,exp,2024-01-01 00:59:00,46,6,1.266331233575989,8.364462963278937,US,PST,mobile,chrome,fast,0,0,0.19103494199801863,23,6,1,1,0
61,1,exp,2024-01-01 01:00:00,29,8,1.0164799292646478,5.917161627580442,UK,CET,mobile,chrome,medium,0,0,0.41385429239951194,19,0,0,1,1
62,0,exp,2024-01-01 01:01:00,32,12,5.79587619723821,7.589412373575558,DE,CET,desktop,firefox,medium,1,0,0.24403827870967543,11,3,0,1,0
63,1,exp,2024-01-01 01:02:00,21,9,6.07021442710414,13.451865716219471,AU,PST,desktop,safari,slow,1,0,0.19194600703758372,22,0,0,1,1
64,1,exp,2024-01-01 01:03:00,20,12,5.529902098586842,8.796851023830964,US,GMT,desktop,safari,fast,1,1,0.17386747860075397,19,6,1,1,1
65,0,exp,2024-01-01 01:04:00,44,8,5.850769595014469,1.6772701225848838,UK,EST,desktop,chrome,fast,1,0,0.31005222827911905,12,4,0,1,0
66,1,exp,2024-01-01 01:05:00,51,8,5.407948727484557,19.90139197568557,UK,CET,desktop,firefox,slow,1,1,0.20544701024946824,21,4,0,1,1
67,0,exp,2024-01-01 01:06:00,34,14,1.7614222852909445,21.751136155850798,CA,PST,mobile,firefox,medium,1,0,0.25573742506471087,13,4,0,1,0
68,1,exp,2024-01-01 01:07:00,47,9,3.245889500531315,12.277280170614608,UK,CET,mobile,chrome,fast,1,0,0.2281131485862102,7,3,0,1,1
69,1,exp,2024-01-01 01:08:00,39,8,0.2964042243781652,31.666922661198903,AU,EST,mobile,chrome,medium,1,0,0.26793379447384497,15,3,0,1,1
70,1,exp,2024-01-01 01:09:00,27,5,2.1675449364833175,2.4491953021220785,CA,EST,desktop,chrome,fast,1,1,0.06552215735425392,9,3,0,1,1
71,0,exp,2024-01-01 01:10:00,39,1,4.104457817251834,3.115733290933394,US,GMT,mobile,firefox,slow,1,0,0.20952743734777732,9,3,0,1,0
72,1,exp,2024-01-01 01:11:00,53,6,0.944682038564562,16.704264048259564,US,EST,desktop,chrome,fast,1,0,0.2745041771783595,8,1,0,1,1
73,1,exp,2024-01-01 01:12:00,34,7,1.2559468744407611,2.074348536577342,US,EST,mobile,firefox,fast,1,0,0.628660024124433,8,1,0,1,1
74,0,exp,2024-01-01 01:13:00,53,8,4.020429529654428,8.799202716364904,AU,GMT,mobile,chrome,fast,0,0,0.03390225782004241,4,5,1,1,0
75,1,exp,2024-01-01 01:14:00,18,5,0.6730326627530996,23.85936093329807,CA,PST,tablet,chrome,medium,1,1,0.02495799461524252,7,2,0,1,1
76,0,exp,2024-01-01 01:15:00,44,8,0.5915892049378133,24.789924087722586,AU,PST,mobile,chrome,slow,0,1,0.356537133504961,14,3,0,1,0
77,0,exp,2024-01-01 01:16:00,36,5,0.8399251954309035,3.7550684769934035,AU,PST,mobile,safari,slow,1,0,0.2099556921667492,17,1,0,1,0
78,0,exp,2024-01-01 01:17:00,31,6,1.3779898956745535,8.408704915769297,AU,EST,desktop,chrome,medium,1,0,0.536045685032418,0,2,0,1,0
79,0,exp,2024-01-01 01:18:00,36,14,6.946855187122342,1.764489428239891,AU,EST,desktop,chrome,medium,1,1,0.16050717424104025,7,2,0,1,0
80,1,exp,2024-01-01 01:19:00,18,5,3.6807566161145973,15.925663425910725,CA,CET,mobile,edge,medium,0,0,0.12284985054067563,11,0,0,1,1
81,1,exp,2024-01-01 01:20:00,32,4,5.070625103845465,3.7138111501106867,US,GMT,mobile,chrome,slow,1,1,0.26556710738243317,7,6,1,1,1
82,0,exp,2024-01-01 01:21:00,39,12,6.3480293169989475,33.68660467945599,US,PST,mobile,chrome,medium,1,0,0.23148336211670995,17,5,1,1,0
83,1,exp,2024-01-01 01:22:00,52,6,1.4602931088533846,20.14050193126627,US,GMT,mobile,chrome,fast,0,0,0.11095605670285795,12,4,0,1,1
84,0,exp,2024-01-01 01:23:00,28,8,5.044894766677046,7.3779611299130154,US,EST,mobile,safari,medium,0,0,0.32904635474622856,10,5,1,1,0
85,1,exp,2024-01-01 01:24:00,25,7,1.0191634434850159,5.30214295212676,CA,PST,mobile,chrome,slow,0,0,0.19344007034883703,20,1,0,1,1
86,1,exp,2024-01-01 01:25:00,28,3,10.258723528064928,22.672095444328388,US,CET,mobile,chrome,fast,0,1,0.25480920558447195,9,0,0,1,1
87,1,exp,2024-01-01 01:26:00,45,9,2.32298798216131,5.9713563508026795,CA,CET,mobile,chrome,fast,1,1,0.020390952592388253,21,6,1,1,1
88,0,exp,2024-01-01 01:27:00,38,7,5.525765967998595,12.127081076060458,US,PST,mobile,chrome,slow,1,1,0.5488409924681651,11,1,0,1,0
89,0,exp,2024-01-01 01:28:00,28,7,5.143665218614219,5.97518539334529,AU,PST,mobile,chrome,medium,1,1,0.1243035239006673,15,4,0,1,0
90,1,exp,2024-01-01 01:29:00,41,7,8.248930785280201,2.791292402782329,CA,EST,tablet,firefox,medium,1,0,0.49864873998907117,5,4,0,1,1
91,1,exp,2024-01-01 01:30:00,36,8,2.6502176665271624,38.79334114499967,CA,CET,mobile,safari,fast,1,1,0.47000622745072623,18,6,1,1,1
92,1,exp,2024-01-01 01:31:00,46,9,5.662052919318962,2.9682782882441767,US,CET,mobile,chrome,medium,1,1,0.23835559184942012,1,4,0,1,1
93,1,exp,2024-01-01 01:32:00,26,8,9.570838252306377,33.595660293205704,US,GMT,mobile,edge,medium,1,0,0.15262352067154372,16,5,1,1,1
94,1,exp,2024-01-01 01:33:00,31,13,1.1056887842745204,4.209739954758167,DE,CET,mobile,firefox,medium,1,1,0.3055390456640133,5,1,0,1,1
95,0,exp,2024-01-01 01:34:00,30,9,0.24480317468278542,15.089159117625318,AU,GMT,mobile,safari,medium,1,1,0.11208666979564508,21,0,0,1,0
96,1,exp,2024-01-01 01:35:00,18,11,0.550291088066512,11.420647548421025,CA,CET,mobile,chrome,fast,1,0,0.0779872667240661,0,0,0,1,1
97,1,exp,2024-01-01 01:36:00,38,10,1.2850057800223507,9.205739755081265,US,GMT,mobile,safari,fast,1,1,0.2825635522578502,12,0,0,1,1
98,1,exp,2024-01-01 01:37:00,38,6,1.1850349547569712,3.583900190041866,UK,EST,desktop,safari,slow,1,0,0.18912860271445167,13,3,0,1,1
99,1,exp,2024-01-01 01:38:00,35,4,0.3094603172989616,3.6441249635267514,US,EST,tablet,safari,medium,0,1,0.0762915576689353,16,2,0,1,1
100,0,exp,2024-01-01 01:39:00,32,8,6.647968838491854,2.225037693662885,UK,EST,desktop,chrome,medium,0,1,0.20194039641083059,13,4,0,1,0
101,1,exp,2024-01-01 01:40:00,18,10,2.763006706015003,4.097588764215272,AU,EST,mobile,chrome,medium,1,0,0.24192750631812787,18,5,1,1,1
102,1,exp,2024-01-01 01:41:00,29,4,5.718925819235055,22.720803420965648,AU,EST,mobile,chrome,medium,1,1,0.6138940696179508,0,0,0,1,1
103,0,exp,2024-01-01 01:42:00,30,11,0.10098928372316038,5.452628551226319,US,GMT,mobile,edge,slow,1,0,0.3581056856979223,6,6,1,1,0
104,1,exp,2024-01-01 01:43:00,25,11,1.3731263035878327,3.759268459787336,UK,GMT,mobile,chrome,slow,1,0,0.41806148890693934,6,4,0,1,1
105,1,exp,2024-01-01 01:44:00,33,6,1.5496581979269677,22.40021104205216,US,EST,desktop,firefox,medium,0,1,0.16848312468104937,5,1,0,1,1
106,0,exp,2024-01-01 01:45:00,39,5,1.3100230150897614,8.330971484069847,CA,EST,mobile,chrome,medium,1,1,0.27264696638270214,4,4,0,1,0
107,1,exp,2024-01-01 01:46:00,57,12,6.405877043919562,3.0352021601227004,CA,GMT,mobile,edge,fast,0,1,0.5068112613621895,13,5,1,1,1
108,1,exp,2024-01-01 01:47:00,37,8,1.973524991306626,6.676605986317756,UK,PST,mobile,safari,medium,1,0,0.24524875786398592,13,4,0,1,1
109,1,exp,2024-01-01 01:48:00,38,10,1.8175756738251065,3.660758102742828,DE,CET,mobile,edge,fast,0,1,0.3508441060599658,15,5,1,1,1
110,1,exp,2024-01-01 01:49:00,34,6,13.629102900314875,10.610061155817615,US,PST,desktop,chrome,medium,1,0,0.22595244069365425,18,6,1,1,1
111,0,exp,2024-01-01 01:50:00,18,6,1.0816299096385382,9.353223930003987,US,EST,mobile,chrome,fast,1,1,0.6118922228355069,19,4,0,1,0
112,0,exp,2024-01-01 01:51:00,34,10,0.948031180607386,8.896653778689833,AU,CET,mobile,chrome,fast,1,1,0.5686666346155821,16,4,0,1,0
113,1,exp,2024-01-01 01:52:00,35,5,0.949937201835215,3.505387047588557,AU,EST,desktop,firefox,medium,1,1,0.10397494253370325,19,5,1,1,1
114,1,exp,2024-01-01 01:53:00,64,9,0.13242226916422978,5.005442118258384,US,CET,mobile,chrome,fast,1,1,0.23160631120863198,23,1,0,1,1
115,1,exp,2024-01-01 01:54:00,32,10,4.81275245146469,6.8441054158124075,UK,PST,desktop,chrome,slow,1,0,0.4811422886006524,14,5,1,1,1
116,0,exp,2024-01-01 01:55:00,38,13,1.1525711711140345,3.9580103591672224,US,PST,desktop,chrome,slow,0,0,0.16680647187535588,7,3,0,1,0
117,1,exp,2024-01-01 01:56:00,34,4,18.95976113585727,9.578072920384896,US,EST,mobile,chrome,medium,1,1,0.08491515518046679,0,4,0,1,1
118,1,exp,2024-01-01 01:57:00,20,6,0.21180961603752757,14.286654545267673,US,PST,mobile,safari,fast,1,1,0.5342249663493703,15,1,0,1,1
119,1,exp,2024-01-01 01:58:00,48,9,2.477843222298305,4.45709084357023,US,GMT,mobile,firefox,fast,1,1,0.36163744162990274,2,6,1,1,1
120,1,exp,2024-01-01 01:59:00,44,9,3.197628267335383,2.8211494504021815,AU,CET,mobile,chrome,fast,1,1,0.25602198319818453,11,4,0,1,1
121,1,exp,2024-01-01 02:00:00,44,9,3.1272435944073647,1.3090047710885835,US,PST,mobile,safari,slow,1,0,0.1909263514074983,17,2,0,1,1
122,1,exp,2024-01-01 02:01:00,24,6,1.005197290728728,15.817762356282147,US,EST,desktop,safari,medium,1,0,0.16148047779510716,15,1,0,1,1
123,0,exp,2024-01-01 02:02:00,51,5,2.407770155041177,7.782198542105685,AU,GMT,mobile,chrome,fast,1,0,0.09621740311270822,7,5,1,1,0
124,1,exp,2024-01-01 02:03:00,18,10,6.114458882142596,12.188411695303051,US,PST,mobile,chrome,medium,1,0,0.1949473984408446,5,2,0,1,1
125,0,exp,2024-01-01 02:04:00,42,11,0.1941926624414794,12.591652368657952,CA,CET,mobile,firefox,medium,1,1,0.22284849986267008,3,1,0,1,0
126,0,exp,2024-01-01 02:05:00,61,9,1.327009435892697,3.356903637557894,US,EST,mobile,firefox,fast,1,1,0.2500350400519099,19,4,0,1,0
127,1,exp,2024-01-01 02:06:00,23,10,2.253619354423886,8.320124722492704,DE,EST,mobile,safari,medium,0,0,0.13528118078367343,10,0,0,1,1
128,1,exp,2024-01-01 02:07:00,28,5,3.842559353743199,2.490330720052561,CA,EST,mobile,edge,fast,1,0,0.21962872926695115,4,5,1,1,1
129,1,exp,2024-01-01 02:08:00,36,8,0.863022088609843,0.9121836927741709,CA,GMT,desktop,safari,slow,0,0,0.12786708159370627,2,3,0,1,1
130,0,exp,2024-01-01 02:09:00,28,6,5.020811115883091,6.665537780226875,AU,EST,mobile,chrome,medium,0,0,0.022826767684114263,0,2,0,1,0
131,1,exp,2024-01-01 02:10:00,18,9,3.1065060865534457,3.0789519785067445,US,PST,mobile,safari,medium,1,1,0.12413088774794068,10,4,0,1,1
132,0,exp,2024-01-01 02:11:00,35,11,0.30115773818977287,22.697655281726924,UK,EST,mobile,chrome,medium,0,0,0.5155981825814131,19,0,0,1,0
133,0,exp,2024-01-01 02:12:00,22,5,3.2189788024142736,4.2564285748796555,AU,EST,tablet,chrome,medium,1,0,0.46167110189821925,1,1,0,1,0
134,1,exp,2024-01-01 02:13:00,40,11,3.5097002585489125,18.917779328393063,CA,EST,mobile,edge,fast,0,1,0.2786275387911632,1,5,1,1,1
135,0,exp,2024-01-01 02:14:00,23,11,3.4587709478889086,2.5628247939758464,US,CET,mobile,chrome,medium,1,1,0.12979312880414967,9,6,1,1,0
136,0,exp,2024-01-01 02:15:00,53,8,2.830573263547434,2.963571691725607,UK,PST,mobile,firefox,fast,0,1,0.10166201979529159,16,1,0,1,0
137,0,exp,2024-01-01 02:16:00,25,5,4.267573054963391,3.065140661294932,AU,EST,tablet,safari,fast,0,0,0.4031954956556437,10,2,0,1,0
138,1,exp,2024-01-01 02:17:00,31,10,1.5388437261993029,11.556580146615111,US,PST,desktop,chrome,medium,1,0,0.12594907770093536,17,3,0,1,1
139,1,exp,2024-01-01 02:18:00,44,6,0.7200112500917816,4.15859749574834,CA,PST,tablet,chrome,fast,1,0,0.2361033692028339,17,6,1,1,1
140,1,exp,2024-01-01 02:19:00,20,7,6.623273882174718,9.185597071443837,US,EST,mobile,firefox,slow,1,0,0.36981756077852057,17,6,1,1,1
141,1,exp,2024-01-01 02:20:00,37,5,2.3396428599076287,13.888800718172996,UK,EST,mobile,chrome,fast,0,1,0.11615022762421583,5,5,1,1,1
142,1,exp,2024-01-01 02:21:00,50,7,0.7717919903982841,51.8215435559667,DE,CET,mobile,safari,medium,1,0,0.36289362814322035,19,3,0,1,1
143,1,exp,2024-01-01 02:22:00,18,10,1.824828952437504,8.343162095007296,CA,PST,mobile,chrome,fast,1,0,0.051239679093295215,15,0,0,1,1
144,1,exp,2024-01-01 02:23:00,37,12,5.812582327837708,15.33085279790546,US,PST,desktop,safari,fast,0,0,0.6654110396706311,4,6,1,1,1
145,0,exp,2024-01-01 02:24:00,38,8,0.5531040024239794,7.266899928478631,DE,GMT,desktop,firefox,fast,0,0,0.3031496242914302,14,6,1,1,0
146,1,exp,2024-01-01 02:25:00,44,6,5.143654279035271,5.8260419045280125,UK,PST,mobile,firefox,fast,0,0,0.46416821269297026,19,0,0,1,1
147,1,exp,2024-01-01 02:26:00,20,10,0.42265286413287306,5.484282753996097,AU,PST,mobile,chrome,medium,1,1,0.06406021427027436,3,1,0,1,1
148,1,exp,2024-01-01 02:27:00,19,5,4.0844818507398175,4.306816104364234,DE,EST,mobile,firefox,medium,1,0,0.2575297541807494,7,4,0,1,1
149,1,exp,2024-01-01 02:28:00,41,2,6.8627420535628705,5.971869379294218,US,GMT,desktop,chrome,fast,1,1,0.17867264952073092,23,2,0,1,1
150,1,exp,2024-01-01 02:29:00,38,5,2.416305650170061,8.442671129427264,UK,CET,desktop,safari,fast,1,0,0.32911396305369905,0,4,0,1,1
151,0,exp,2024-01-01 02:30:00,38,5,0.09284776367096301,5.458843242213502,UK,EST,mobile,firefox,fast,1,0,0.23076899917608992,4,1,0,1,0
152,1,exp,2024-01-01 02:31:00,39,12,1.0759323791475084,25.533139240984646,UK,PST,mobile,chrome,slow,1,0,0.22980771447297804,3,5,1,1,1
153,1,exp,2024-01-01 02:32:00,26,15,0.3772199372708215,5.1569113419419566,US,EST,mobile,chrome,medium,1,1,0.4181005311938218,10,5,1,1,1
154,1,exp,2024-01-01 02:33:00,37,9,4.661339192163741,10.730042047450546,US,GMT,mobile,safari,fast,1,0,0.403181935202221,2,0,0,1,1
155,1,exp,2024-01-01 02:34:00,38,7,4.153654585471699,4.660835062384493,UK,CET,mobile,chrome,medium,0,0,0.23506034636487397,19,5,1,1,1
156,1,exp,2024-01-01 02:35:00,26,9,0.33077506356676145,11.134954476353219,US,EST,tablet,firefox,slow,1,0,0.04877114276555508,3,5,1,1,1
157,1,exp,2024-01-01 02:36:00,57,11,0.40459633480902046,14.646352922408084,US,PST,mobile,chrome,medium,0,0,0.3179222875039733,15,1,0,1,1
158,0,exp,2024-01-01 02:37:00,40,6,0.41892717425870274,13.403239755659358,UK,CET,mobile,firefox,medium,1,0,0.0642920728482907,17,0,0,1,0
159,1,exp,2024-01-01 02:38:00,20,7,1.2871626642388811,2.2619684602950594,US,GMT,mobile,chrome,medium,1,0,0.10642456916683543,14,4,0,1,1
160,0,exp,2024-01-01 02:39:00,42,5,0.5243398126948635,4.145889206830387,US,CET,mobile,chrome,medium,0,0,0.11050185113473589,15,5,1,1,0
161,1,exp,2024-01-01 02:40:00,23,11,1.909532105993613,1.0579166274695937,US,CET,desktop,edge,fast,0,0,0.4236704245644924,6,4,0,1,1
162,0,exp,2024-01-01 02:41:00,44,5,0.09136377138978274,15.391868994150494,CA,EST,mobile,chrome,medium,0,0,0.21929098659735835,8,4,0,1,0
163,1,exp,2024-01-01 02:42:00,48,7,4.157149946506859,4.223714843107894,UK,CET,tablet,firefox,fast,1,1,0.51899034151169,0,4,0,1,1
164,1,exp,2024-01-01 02:43:00,25,9,2.1605126653368254,6.198441248636839,US,EST,desktop,firefox,fast,1,0,0.09627101644143317,4,5,1,1,1
165,0,exp,2024-01-01 02:44:00,46,7,4.197594924935645,11.574328716678437,CA,GMT,mobile,safari,medium,1,0,0.2452113530000722,22,5,1,1,0
166,1,exp,2024-01-01 02:45:00,39,6,1.9458865310075308,8.385688632844507,AU,CET,mobile,edge,fast,1,0,0.13056191108434845,18,0,0,1,1
167,1,exp,2024-01-01 02:46:00,44,10,0.20290263377741405,6.490580662642773,UK,PST,desktop,edge,medium,1,0,0.1665014919993176,10,6,1,1,1
168,1,exp,2024-01-01 02:47:00,57,1,0.789134627915584,4.722588446211301,US,GMT,mobile,safari,medium,1,1,0.29244153971792,12,0,0,1,1
169,1,exp,2024-01-01 02:48:00,32,10,0.22106038112801227,4.841259994833756,US,EST,desktop,firefox,slow,1,1,0.4568915491810225,19,6,1,1,1
170,1,exp,2024-01-01 02:49:00,25,8,0.4823124255742995,6.656061614195044,US,CET,desktop,chrome,fast,1,0,0.46865844576378535,14,2,0,1,1
171,0,exp,2024-01-01 02:50:00,24,10,2.992727054877559,2.556831660548113,CA,CET,desktop,firefox,medium,1,1,0.6089891488252106,2,5,1,1,0
